ID,Cidade,Estado,Sigla,IBGE,Latitude,Longitude
2546,JARDINÓPOLIS,SÃO PAULO,SP,3525102,-21.025513,-47.770681
2547,JARDINÓPOLIS,SANTA CATARINA,SC,4208955,-26.721575,-52.859146
2548,JARI,RIO GRANDE DO SUL,RS,4311130,-29.292234,-54.223711
2549,JARINU,SÃO PAULO,SP,3525201,-23.094958,-46.714864
2550,JARU,RONDÔNIA,RO,1100114,-10.431826,-62.478769
2551,JATAÍ,GOIÁS,GO,5211909,-17.878383,-51.720424
2552,JATAIZINHO,PARANÁ,PR,4112702,-23.257815,-50.977748
2553,JATAÚBA,PERNAMBUCO,PE,2608008,-7.986054,-36.498012
2554,JATEÍ,MATO GROSSO DO SUL,MS,5005103,-22.480633,-54.307934
2555,JATI,CEARÁ,CE,2307205,-7.689434,-39.006074
2556,JATOBÁ,MARANHÃO,MA,2105450,-5.819539,-44.223188
2557,JATOBÁ,PERNAMBUCO,PE,2608057,-9.155917,-38.255726
2558,JATOBÁ DO PIAUÍ,PIAUÍ,PI,2205276,-4.769710,-41.817745
2559,JAÚ,SÃO PAULO,SP,3525300,-22.293585,-48.559193
2560,JAÚ DO TOCANTINS,TOCANTINS,TO,1711506,-12.652665,-48.592253
2561,JAUPACI,GOIÁS,GO,5212006,-16.184174,-50.952262
2562,JAURU,MATO GROSSO,MT,5105002,-15.340083,-58.868528
2563,JECEABA,MINAS GERAIS,MG,3135407,-20.535382,-43.983346
2564,JENIPAPO DE MINAS,MINAS GERAIS,MG,3135456,-17.084930,-42.259576
2565,JENIPAPO DOS VIEIRAS,MARANHÃO,MA,2105476,-5.367981,-45.634827
2566,JEQUERI,MINAS GERAIS,MG,3135506,-20.453056,-42.666111
2567,JEQUIÁ DA PRAIA,ALAGOAS,AL,2703759,-9.922500,-36.117032
2568,JEQUIÉ,BAHIA,BA,2918001,-13.860403,-40.071963
2569,JEQUITAÍ,MINAS GERAIS,MG,3135605,-17.232822,-44.438346
2570,JEQUITIBÁ,MINAS GERAIS,MG,3135704,-19.236158,-44.030630
2571,JEQUITINHONHA,MINAS GERAIS,MG,3135803,-16.433333,-41.003056
2572,JEREMOABO,BAHIA,BA,2918100,-10.080583,-38.343684
2573,JERICÓ,PARAÍBA,PB,2507408,-6.553182,-37.807819
2574,JERIQUARA,SÃO PAULO,SP,3525409,-20.310477,-47.591567
2575,JERÔNIMO MONTEIRO,ESPÍRITO SANTO,ES,3203106,-20.787108,-41.387383
2576,JERUMENHA,PIAUÍ,PI,2205300,-7.088034,-43.507845
2577,JESUÂNIA,MINAS GERAIS,MG,3135902,-21.997777,-45.290833
2578,JESUÍTAS,PARANÁ,PR,4112751,-24.380776,-53.385544
2579,JESÚPOLIS,GOIÁS,GO,5212055,-15.954551,-49.374800
2580,JIJOCA DE JERICOACOARA,CEARÁ,CE,2307254,-2.898628,-40.450608
2581,JI-PARANÁ,RONDÔNIA,RO,1100122,-10.877815,-61.927785
2582,JIQUIRIÇÁ,BAHIA,BA,2918209,-13.255353,-39.569304
2583,JITAÚNA,BAHIA,BA,2918308,-14.017019,-39.888998
2584,JOAÇABA,SANTA CATARINA,SC,4209003,-27.173989,-51.504639
2585,JOAÍMA,MINAS GERAIS,MG,3136009,-16.656314,-41.023496
2586,JOANÉSIA,MINAS GERAIS,MG,3136108,-19.175628,-42.681553
2587,JOANÓPOLIS,SÃO PAULO,SP,3525508,-22.929892,-46.275340
2588,JOÃO ALFREDO,PERNAMBUCO,PE,2608107,-7.853848,-35.598588
2589,JOÃO CÂMARA,RIO GRANDE DO NORTE,RN,2405801,-5.534964,-35.815081
2590,JOÃO COSTA,PIAUÍ,PI,2205359,-8.488739,-42.418342
2591,JOÃO DIAS,RIO GRANDE DO NORTE,RN,2405900,-6.275437,-37.795180
2592,JOÃO DOURADO,BAHIA,BA,2918357,-11.348364,-41.662651
2593,JOÃO LISBOA,MARANHÃO,MA,2105500,-5.443630,-47.406388
2594,JOÃO MONLEVADE,MINAS GERAIS,MG,3136207,-19.809444,-43.173334
2595,JOÃO NEIVA,ESPÍRITO SANTO,ES,3203130,-19.756346,-40.384834
2596,JOÃO PESSOA,PARAÍBA,PB,2507507,-7.121598,-34.882028
2597,JOÃO PINHEIRO,MINAS GERAIS,MG,3136306,-17.742777,-46.175278
2598,JOÃO RAMALHO,SÃO PAULO,SP,3525607,-22.232500,-50.773839
2599,JOAQUIM FELÍCIO,MINAS GERAIS,MG,3136405,-17.760244,-44.170163
2600,JOAQUIM GOMES,ALAGOAS,AL,2703809,-9.075500,-35.786498
2601,JOAQUIM NABUCO,PERNAMBUCO,PE,2608206,-8.568000,-35.551099
2602,JOAQUIM PIRES,PIAUÍ,PI,2205409,-3.508340,-42.192685
2603,JOAQUIM TÁVORA,PARANÁ,PR,4112801,-23.499972,-49.923254
2604,JOCA CLAUDINO,PARAÍBA,PB,2513653,-6.483215,-38.478874
2605,JOCA MARQUES,PIAUÍ,PI,2205458,-3.498553,-42.432701
2606,JÓIA,RIO GRANDE DO SUL,RS,4311155,-28.646504,-54.119916
2607,JOINVILLE,SANTA CATARINA,SC,4209102,-26.304490,-48.848673
2608,JORDÂNIA,MINAS GERAIS,MG,3136504,-15.899444,-40.178889
2609,JORDÃO,ACRE,AC,1200328,-9.191141,-71.948140
2610,JOSÉ BOITEUX,SANTA CATARINA,SC,4209151,-26.962072,-49.626251
2611,JOSÉ BONIFÁCIO,SÃO PAULO,SP,3525706,-23.564091,-46.434767
2612,JOSÉ DA PENHA,RIO GRANDE DO NORTE,RN,2406007,-6.318800,-38.285357
2613,JOSÉ DE FREITAS,PIAUÍ,PI,2205508,-4.758194,-42.575294
2614,JOSÉ GONÇALVES DE MINAS,MINAS GERAIS,MG,3136520,-16.906654,-42.607500
2615,JOSÉ RAYDAN,MINAS GERAIS,MG,3136553,-18.221785,-42.498889
2616,JOSELÂNDIA,MARANHÃO,MA,2105609,-4.986005,-44.696953
2617,JOSENÓPOLIS,MINAS GERAIS,MG,3136579,-16.546093,-42.514096
2618,JOVIÂNIA,GOIÁS,GO,5212105,-17.806365,-49.623645
2619,JUARA,MATO GROSSO,MT,5105101,-11.253559,-57.508007
2620,JUAREZ TÁVORA,PARAÍBA,PB,2507606,-7.172693,-35.590804
2621,JUARINA,TOCANTINS,TO,1711803,-8.119421,-49.096746
2622,JUATUBA,MINAS GERAIS,MG,3136652,-19.954689,-44.340519
2623,JUAZEIRINHO,PARAÍBA,PB,2507705,-7.068828,-36.580306
2624,JUAZEIRO,BAHIA,BA,2918407,-9.433696,-40.506820
2625,JUAZEIRO DO NORTE,CEARÁ,CE,2307304,-7.215345,-39.315334
2626,JUAZEIRO DO PIAUÍ,PIAUÍ,PI,2205516,-5.172278,-41.706288
2627,JUCÁS,CEARÁ,CE,2307403,-6.522493,-39.524718
2628,JUCATI,PERNAMBUCO,PE,2608255,-8.706583,-36.487050
2629,JUCURUÇU,BAHIA,BA,2918456,-16.843428,-40.159692
2630,JUCURUTU,RIO GRANDE DO NORTE,RN,2406106,-6.034352,-37.018625
2631,JUÍNA,MATO GROSSO,MT,5105150,-11.423091,-58.757021
2632,JUIZ DE FORA,MINAS GERAIS,MG,3136702,-21.760953,-43.350113
2633,JÚLIO BORGES,PIAUÍ,PI,2205524,-10.327367,-44.239733
2634,JÚLIO DE CASTILHOS,RIO GRANDE DO SUL,RS,4311205,-29.199927,-53.683498
2635,JÚLIO MESQUITA,SÃO PAULO,SP,3525805,-21.977000,-49.809000
2636,JUMIRIM,SÃO PAULO,SP,3525854,-23.083167,-47.790677
2637,JUNCO DO MARANHÃO,MARANHÃO,MA,2105658,-1.879913,-46.072668
2638,JUNCO DO SERIDÓ,PARAÍBA,PB,2507804,-6.992208,-36.714327
2639,JUNDIÁ,RIO GRANDE DO NORTE,RN,2406155,-6.251104,-35.338812
2640,JUNDIÁ,ALAGOAS,AL,2703908,-8.944022,-35.554683
2641,JUNDIAÍ,SÃO PAULO,SP,3525904,-23.188226,-46.883810
2642,JUNDIAÍ DO SUL,PARANÁ,PR,4112900,-23.436986,-50.247817
2643,JUNQUEIRO,ALAGOAS,AL,2704005,-9.920155,-36.474737
2644,JUNQUEIRÓPOLIS,SÃO PAULO,SP,3526001,-21.510589,-51.434818
2645,JUPI,PERNAMBUCO,PE,2608305,-8.711468,-36.417448
2646,JUPIÁ,SANTA CATARINA,SC,4209177,-26.398577,-52.726286
2647,JUQUIÁ,SÃO PAULO,SP,3526100,-24.317221,-47.635562
2648,JUQUITIBA,SÃO PAULO,SP,3526209,-23.932346,-47.071422
2649,JURAMENTO,MINAS GERAIS,MG,3136801,-16.845829,-43.586735
2650,JURANDA,PARANÁ,PR,4112959,-24.420866,-52.841344
2651,JUREMA,PIAUÍ,PI,2205532,-7.452070,-41.865008
2652,JUREMA,PERNAMBUCO,PE,2608404,-8.725500,-36.137415
2653,JURIPIRANGA,PARAÍBA,PB,2507903,-7.374331,-35.239600
2654,JURU,PARAÍBA,PB,2508000,-7.537509,-37.819227
2655,JURUÁ,AMAZONAS,AM,1302207,-3.474667,-66.062234
2656,JURUAIA,MINAS GERAIS,MG,3136900,-21.252778,-46.577223
2657,JURUENA,MATO GROSSO,MT,5105176,-10.328272,-58.496892
2658,JURUTI,PARÁ,PA,1503903,-2.648695,-56.237372
2659,JUSCIMEIRA,MATO GROSSO,MT,5105200,-16.051782,-54.889351
2660,JUSSARA,BAHIA,BA,2918506,-11.043084,-41.970235
2661,JUSSARA,PARANÁ,PR,4113007,-23.621931,-52.469310
2662,JUSSARA,GOIÁS,GO,5212204,-15.874813,-50.867431
2663,JUSSARI,BAHIA,BA,2918555,-15.188245,-39.493597
2664,JUSSIAPE,BAHIA,BA,2918605,-13.517671,-41.591885
2665,JUTAÍ,AMAZONAS,AM,1302306,-2.747148,-66.772125
2666,JUTI,MATO GROSSO DO SUL,MS,5005152,-22.859412,-54.604825
2667,JUVENÍLIA,MINAS GERAIS,MG,3136959,-14.266079,-44.161853
2668,KALORÉ,PARANÁ,PR,4113106,-23.824264,-51.668367
2669,LÁBREA,AMAZONAS,AM,1302405,-7.261368,-64.792450
2670,LACERDÓPOLIS,SANTA CATARINA,SC,4209201,-27.261430,-51.556443
2671,LADAINHA,MINAS GERAIS,MG,3137007,-17.626508,-41.738579
2672,LADÁRIO,MATO GROSSO DO SUL,MS,5005202,-19.008842,-57.597292
2673,LAFAIETE COUTINHO,BAHIA,BA,2918704,-13.655767,-40.212119
2674,LAGAMAR,MINAS GERAIS,MG,3137106,-18.178611,-46.807500
2675,LAGARTO,SERGIPE,SE,2803500,-10.914179,-37.671531
2676,LAGES,SANTA CATARINA,SC,4209300,-27.816566,-50.325883
2677,LAGO DA PEDRA,MARANHÃO,MA,2105708,-4.562727,-45.129863
2678,LAGO DO JUNCO,MARANHÃO,MA,2105807,-4.607084,-45.053009
2679,LAGO DOS RODRIGUES,MARANHÃO,MA,2105948,-4.611735,-44.979763
2680,LAGO VERDE,MARANHÃO,MA,2105906,-3.981563,-44.881032
2681,LAGOA,PARAÍBA,PB,2508109,-6.589985,-37.914901
2682,LAGOA ALEGRE,PIAUÍ,PI,2205557,-4.513982,-42.623216
2683,LAGOA BONITA DO SUL,RIO GRANDE DO SUL,RS,4311239,-29.504103,-53.047111
2684,LAGOA DA CANOA,ALAGOAS,AL,2704104,-9.798000,-36.729000
2685,LAGOA DA CONFUSÃO,TOCANTINS,TO,1711902,-10.788304,-49.622443
2686,LAGOA DA PRATA,MINAS GERAIS,MG,3137205,-20.022778,-45.544046
2687,LAGOA D'ANTA,RIO GRANDE DO NORTE,RN,2406205,-6.394926,-35.594904
2688,LAGOA DE DENTRO,PARAÍBA,PB,2508208,-6.672881,-35.378228
2689,LAGOA DE ITAENGA,PERNAMBUCO,PE,2608503,-7.906500,-35.297154
2690,LAGOA DE PEDRAS,RIO GRANDE DO NORTE,RN,2406304,-6.152768,-35.436852
2691,LAGOA DE SÃO FRANCISCO,PIAUÍ,PI,2205573,-4.392006,-41.600660
2692,LAGOA DE VELHOS,RIO GRANDE DO NORTE,RN,2406403,-6.008109,-35.852832
2693,LAGOA DO BARRO DO PIAUÍ,PIAUÍ,PI,2205565,-8.479894,-41.529577
2694,LAGOA DO CARRO,PERNAMBUCO,PE,2608453,-7.856000,-35.330500
2695,LAGOA DO MATO,MARANHÃO,MA,2105922,-6.048650,-43.527391
2696,LAGOA DO OURO,PERNAMBUCO,PE,2608602,-9.119090,-36.467031
2697,LAGOA DO PIAUÍ,PIAUÍ,PI,2205581,-5.412092,-42.645547
2698,LAGOA DO SÍTIO,PIAUÍ,PI,2205599,-6.518153,-41.570625
2699,LAGOA DO TOCANTINS,TOCANTINS,TO,1711951,-10.296788,-47.566253
2700,LAGOA DOS GATOS,PERNAMBUCO,PE,2608701,-8.678552,-35.860775
2701,LAGOA DOS PATOS,MINAS GERAIS,MG,3137304,-16.981337,-44.578312
2702,LAGOA DOS TRÊS CANTOS,RIO GRANDE DO SUL,RS,4311270,-28.568605,-52.865310
2703,LAGOA DOURADA,MINAS GERAIS,MG,3137403,-20.914444,-44.077778
2704,LAGOA FORMOSA,MINAS GERAIS,MG,3137502,-18.774190,-46.408251
2705,LAGOA GRANDE,PERNAMBUCO,PE,2608750,-8.870141,-40.192132
2706,LAGOA GRANDE,MINAS GERAIS,MG,3137536,-17.413469,-42.531922
2707,LAGOA GRANDE DO MARANHÃO,MARANHÃO,MA,2105963,-4.989425,-45.381508
2708,LAGOA NOVA,RIO GRANDE DO NORTE,RN,2406502,-6.094880,-36.470499
2709,LAGOA REAL,BAHIA,BA,2918753,-14.034630,-42.142192
2710,LAGOA SALGADA,RIO GRANDE DO NORTE,RN,2406601,-6.122954,-35.472394
2711,LAGOA SANTA,MINAS GERAIS,MG,3137601,-19.635738,-43.896613
2712,LAGOA SANTA,GOIÁS,GO,5212253,-19.183242,-51.399803
2713,LAGOA SECA,PARAÍBA,PB,2508307,-7.148297,-35.855172
2714,LAGOA VERMELHA,RIO GRANDE DO SUL,RS,4311304,-28.209438,-51.527031
2715,LAGOÃO,RIO GRANDE DO SUL,RS,4311254,-29.224209,-52.773861
2716,LAGOINHA,SÃO PAULO,SP,3526308,-23.089834,-45.190382
2717,LAGOINHA DO PIAUÍ,PIAUÍ,PI,2205540,-5.830742,-42.622325
2718,LAGUNA,SANTA CATARINA,SC,4209409,-28.483118,-48.781199
2719,LAGUNA CARAPÃ,MATO GROSSO DO SUL,MS,5005251,-22.651000,-55.237881
2720,LAJE,BAHIA,BA,2918803,-13.180996,-39.422297
2721,LAJE DO MURIAÉ,RIO DE JANEIRO,RJ,3302304,-21.208259,-42.122696
2722,LAJEADO,TOCANTINS,TO,1712009,-9.073050,-47.426357
2723,LAJEADO,RIO GRANDE DO SUL,RS,4311403,-29.467521,-51.962614
2724,LAJEADO DO BUGRE,RIO GRANDE DO SUL,RS,4311429,-27.751453,-54.806917
2725,LAJEADO GRANDE,SANTA CATARINA,SC,4209458,-26.858342,-52.566662
2726,LAJEADO NOVO,MARANHÃO,MA,2105989,-6.189878,-47.032596
2727,LAJEDÃO,BAHIA,BA,2918902,-17.612550,-40.345027
2728,LAJEDINHO,BAHIA,BA,2919009,-12.355539,-40.903304
2729,LAJEDO,PERNAMBUCO,PE,2608800,-8.657914,-36.329336
2730,LAJEDO DO TABOCAL,BAHIA,BA,2919058,-13.474065,-40.219532
2731,LAJES,RIO GRANDE DO NORTE,RN,2406700,-5.701408,-36.246219
2732,LAJES PINTADAS,RIO GRANDE DO NORTE,RN,2406809,-6.149735,-36.116608
2733,LAJINHA,MINAS GERAIS,MG,3137700,-20.152059,-41.624062
2734,LAMARÃO,BAHIA,BA,2919108,-11.795400,-38.885230
2735,LAMBARI,MINAS GERAIS,MG,3137809,-21.975401,-45.350541
2736,LAMBARI D'OESTE,MATO GROSSO,MT,5105234,-15.318845,-58.004624
2737,LAMIM,MINAS GERAIS,MG,3137908,-20.790539,-43.473322
2738,LANDRI SALES,PIAUÍ,PI,2205607,-7.260158,-43.931021
2739,LAPA,PARANÁ,PR,4113205,-25.767090,-49.716777
2740,LAPÃO,BAHIA,BA,2919157,-11.382715,-41.833808
2741,LARANJA DA TERRA,ESPÍRITO SANTO,ES,3203163,-19.912708,-41.083879
2742,LARANJAL,MINAS GERAIS,MG,3138005,-21.365278,-42.477778
2743,LARANJAL,PARANÁ,PR,4113254,-24.890974,-52.472675
2744,LARANJAL DO JARI,AMAPÁ,AP,1600279,-0.841999,-52.516000
2745,LARANJAL PAULISTA,SÃO PAULO,SP,3526407,-23.050564,-47.837549
2746,LARANJEIRAS,SERGIPE,SE,2803609,-10.804023,-37.165834
2747,LARANJEIRAS DO SUL,PARANÁ,PR,4113304,-25.407320,-52.415013
2748,LASSANCE,MINAS GERAIS,MG,3138104,-17.886944,-44.576667
2749,LASTRO,PARAÍBA,PB,2508406,-6.516842,-38.178641
2750,LAURENTINO,SANTA CATARINA,SC,4209508,-27.219323,-49.732286
2751,LAURO DE FREITAS,BAHIA,BA,2919207,-12.892420,-38.312769
2752,LAURO MÜLLER,SANTA CATARINA,SC,4209607,-28.394224,-49.397540
2753,LAVANDEIRA,TOCANTINS,TO,1712157,-12.788792,-46.507320
2754,LAVÍNIA,SÃO PAULO,SP,3526506,-21.167693,-51.043473
2755,LAVRAS,MINAS GERAIS,MG,3138203,-21.242551,-44.999198
2756,LAVRAS DA MANGABEIRA,CEARÁ,CE,2307502,-6.751955,-38.963402
2757,LAVRAS DO SUL,RIO GRANDE DO SUL,RS,4311502,-30.732133,-53.977048
2758,LAVRINHAS,SÃO PAULO,SP,3526605,-22.570047,-44.902359
2759,LEANDRO FERREIRA,MINAS GERAIS,MG,3138302,-19.716964,-45.024499
2760,LEBON RÉGIS,SANTA CATARINA,SC,4209706,-26.927987,-50.692109
2761,LEME,SÃO PAULO,SP,3526704,-22.185833,-47.390000
2762,LEME DO PRADO,MINAS GERAIS,MG,3138351,-17.082799,-42.695273
2763,LENÇÓIS,BAHIA,BA,2919306,-12.563429,-41.390172
2764,LENÇÓIS PAULISTA,SÃO PAULO,SP,3526803,-22.602990,-48.803137
2765,LEOBERTO LEAL,SANTA CATARINA,SC,4209805,-27.507121,-49.287208
2766,LEOPOLDINA,MINAS GERAIS,MG,3138401,-21.531428,-42.640353
2767,LEOPOLDO DE BULHÕES,GOIÁS,GO,5212303,-16.619048,-48.742755
2768,LEÓPOLIS,PARANÁ,PR,4113403,-23.078909,-50.750181
2769,LIBERATO SALZANO,RIO GRANDE DO SUL,RS,4311601,-27.589301,-53.037261
2770,LIBERDADE,MINAS GERAIS,MG,3138500,-22.028889,-44.319445
2771,LICÍNIO DE ALMEIDA,BAHIA,BA,2919405,-14.684215,-42.509527
2772,LIDIANÓPOLIS,PARANÁ,PR,4113429,-24.107346,-51.652568
2773,LIMA CAMPOS,MARANHÃO,MA,2106003,-4.517981,-44.467129
2774,LIMA DUARTE,MINAS GERAIS,MG,3138609,-21.842777,-43.792777
2775,LIMEIRA,SÃO PAULO,SP,3526902,-22.561507,-47.401766
2776,LIMEIRA DO OESTE,MINAS GERAIS,MG,3138625,-19.552196,-50.577267
2777,LIMOEIRO,PERNAMBUCO,PE,2608909,-7.886500,-35.440906
2778,LIMOEIRO DE ANADIA,ALAGOAS,AL,2704203,-9.742000,-36.459667
2779,LIMOEIRO DO AJURU,PARÁ,PA,1504000,-1.886644,-49.495701
2780,LIMOEIRO DO NORTE,CEARÁ,CE,2307601,-5.145561,-38.098494
2781,LINDOESTE,PARANÁ,PR,4113452,-25.260827,-53.575814
2782,LINDÓIA,SÃO PAULO,SP,3527009,-22.523056,-46.650000
2783,LINDÓIA DO SUL,SANTA CATARINA,SC,4209854,-27.052413,-52.083163
2784,LINDOLFO COLLOR,RIO GRANDE DO SUL,RS,4311627,-29.585063,-51.215678
2785,LINHA NOVA,RIO GRANDE DO SUL,RS,4311643,-29.454500,-51.210089
2786,LINHARES,ESPÍRITO SANTO,ES,3203205,-19.381694,-40.061221
2787,LINS,SÃO PAULO,SP,3527108,-21.674187,-49.751893
2788,LIVRAMENTO,PARAÍBA,PB,2508505,-7.375744,-36.944944
2789,LIVRAMENTO DE NOSSA SENHORA,BAHIA,BA,2919504,-13.645117,-41.896002
2790,LIZARDA,TOCANTINS,TO,1712405,-9.595534,-46.675218
2791,LOANDA,PARANÁ,PR,4113502,-22.932094,-53.135245
2792,LOBATO,PARANÁ,PR,4113601,-23.007705,-51.952431
2793,LOGRADOURO,PARAÍBA,PB,2508554,-6.614788,-35.443169
2794,LONDRINA,PARANÁ,PR,4113700,-23.311288,-51.159502
2795,LONTRA,MINAS GERAIS,MG,3138658,-19.409902,-44.429053
2796,LONTRAS,SANTA CATARINA,SC,4209904,-27.168032,-49.541859
2797,LORENA,SÃO PAULO,SP,3527207,-22.775000,-45.071750
2798,LORETO,MARANHÃO,MA,2106102,-7.085620,-45.139742
2799,LOURDES,SÃO PAULO,SP,3527256,-20.953000,-50.226968
2800,LOUVEIRA,SÃO PAULO,SP,3527306,-23.086390,-46.950560
2801,LUCAS DO RIO VERDE,MATO GROSSO,MT,5105259,-13.065593,-55.919836
2802,LUCÉLIA,SÃO PAULO,SP,3527405,-21.718203,-51.021511
2803,LUCENA,PARAÍBA,PB,2508604,-6.906289,-34.921340
2804,LUCIANÓPOLIS,SÃO PAULO,SP,3527504,-22.431046,-49.521924
2805,LUCIARA,MATO GROSSO,MT,5105309,-11.223447,-50.668022
2806,LUCRÉCIA,RIO GRANDE DO NORTE,RN,2406908,-6.117252,-37.813457
2807,LUÍS ANTÔNIO,SÃO PAULO,SP,3527603,-21.550000,-47.780083
2808,LUÍS CORREIA,PIAUÍ,PI,2205706,-2.884380,-41.664142
2809,LUÍS DOMINGUES,MARANHÃO,MA,2106201,-1.328441,-45.897506
2810,LUÍS EDUARDO MAGALHÃES,BAHIA,BA,2919553,-12.086912,-45.783416
2811,LUÍS GOMES,RIO GRANDE DO NORTE,RN,2407005,-6.414179,-38.387294
2812,LUISBURGO,MINAS GERAIS,MG,3138674,-20.439400,-42.102500
2813,LUISLÂNDIA,MINAS GERAIS,MG,3138682,-16.115017,-44.584935
2814,LUIZ ALVES,SANTA CATARINA,SC,4210001,-26.711858,-48.912676
2815,LUIZIANA,PARANÁ,PR,4113734,-24.283824,-52.276753
2816,LUIZIÂNIA,SÃO PAULO,SP,3527702,-21.676475,-50.327871
2817,LUMINÁRIAS,MINAS GERAIS,MG,3138708,-21.510814,-44.903505
2818,LUNARDELLI,PARANÁ,PR,4113759,-24.079608,-51.742607
2819,LUPÉRCIO,SÃO PAULO,SP,3527801,-22.414580,-49.818352
2820,LUPIONÓPOLIS,PARANÁ,PR,4113809,-22.755820,-51.657530
2821,LUTÉCIA,SÃO PAULO,SP,3527900,-22.338378,-50.394007
2822,LUZ,MINAS GERAIS,MG,3138807,-19.787117,-45.684674
2823,LUZERNA,SANTA CATARINA,SC,4210035,-27.130363,-51.468221
2824,LUZIÂNIA,GOIÁS,GO,5212501,-16.253546,-47.950028
2825,LUZILÂNDIA,PIAUÍ,PI,2205805,-3.461290,-42.370364
2826,LUZINÓPOLIS,TOCANTINS,TO,1712454,-6.191818,-47.856204
2827,MACAÉ,RIO DE JANEIRO,RJ,3302403,-22.371296,-41.786692
2828,MACAÍBA,RIO GRANDE DO NORTE,RN,2407104,-5.856137,-35.352377
2829,MACAJUBA,BAHIA,BA,2919603,-12.137641,-40.359005
2830,MAÇAMBARÁ,RIO GRANDE DO SUL,RS,4311718,-29.144485,-56.067444
2831,MACAMBIRA,SERGIPE,SE,2803708,-10.665796,-37.539649
2832,MACAPÁ,AMAPÁ,AP,1600303,0.046070,-51.069324
2833,MACAPARANA,PERNAMBUCO,PE,2609006,-7.541226,-35.449102
2834,MACARANI,BAHIA,BA,2919702,-15.561086,-40.422608
2835,MACATUBA,SÃO PAULO,SP,3528007,-22.500220,-48.710229
2836,MACAU,RIO GRANDE DO NORTE,RN,2407203,-5.113366,-36.634996
2837,MACAUBAL,SÃO PAULO,SP,3528106,-20.807162,-49.964844
2838,MACAÚBAS,BAHIA,BA,2919801,-13.017485,-42.688222
2839,MACEDÔNIA,SÃO PAULO,SP,3528205,-20.145403,-50.193911
2840,MACEIÓ,ALAGOAS,AL,2704302,-9.647684,-35.733926
2841,MACHACALIS,MINAS GERAIS,MG,3138906,-17.077034,-40.718727
2842,MACHADINHO,RIO GRANDE DO SUL,RS,4311700,-27.565890,-51.667706
2843,MACHADINHO D'OESTE,RONDÔNIA,RO,1100130,-9.234000,-61.929280
2844,MACHADO,MINAS GERAIS,MG,3139003,-21.685072,-45.919481
2845,MACHADOS,PERNAMBUCO,PE,2609105,-7.687700,-35.512663
2846,MACIEIRA,SANTA CATARINA,SC,4210050,-26.854164,-51.376384
2847,MACUCO,RIO DE JANEIRO,RJ,3302452,-21.984975,-42.253946
2848,MACURURÉ,BAHIA,BA,2919900,-9.171709,-39.057490
2849,MADALENA,CEARÁ,CE,2307635,-4.852954,-39.574605
2850,MADEIRO,PIAUÍ,PI,2205854,-3.486220,-42.501512
2851,MADRE DE DEUS,BAHIA,BA,2919926,-12.742474,-38.615291
2852,MADRE DE DEUS DE MINAS,MINAS GERAIS,MG,3139102,-21.482223,-44.329723
2853,MÃE D'ÁGUA,PARAÍBA,PB,2508703,-7.258294,-37.426977
2854,MÃE DO RIO,PARÁ,PA,1504059,-1.989090,-47.507502
2855,MAETINGA,BAHIA,BA,2919959,-14.662781,-41.491442
2856,MAFRA,SANTA CATARINA,SC,4210100,-26.115094,-49.803598
2857,MAGALHÃES BARATA,PARÁ,PA,1504109,-0.834617,-47.629631
2858,MAGALHÃES DE ALMEIDA,MARANHÃO,MA,2106300,-3.392319,-42.211743
2859,MAGDA,SÃO PAULO,SP,3528304,-20.644465,-50.226098
2860,MAGÉ,RIO DE JANEIRO,RJ,3302502,-22.660422,-43.042616
2861,MAIQUINIQUE,BAHIA,BA,2920007,-15.621518,-40.265054
2862,MAIRI,BAHIA,BA,2920106,-11.707749,-40.148488
2863,MAIRINQUE,SÃO PAULO,SP,3528403,-23.540125,-47.184632
2864,MAIRIPORÃ,SÃO PAULO,SP,3528502,-23.318611,-46.586667
2865,MAIRIPOTABA,GOIÁS,GO,5212600,-17.296603,-49.495717
2866,MAJOR GERCINO,SANTA CATARINA,SC,4210209,-27.419236,-48.948780
2867,MAJOR ISIDORO,ALAGOAS,AL,2704401,-9.532656,-36.986204
2868,MAJOR SALES,RIO GRANDE DO NORTE,RN,2407252,-6.406338,-38.322660
2869,MAJOR VIEIRA,SANTA CATARINA,SC,4210308,-26.365486,-50.327263
2870,MALACACHETA,MINAS GERAIS,MG,3139201,-17.843055,-42.077778
2871,MALHADA,BAHIA,BA,2920205,-14.337919,-43.771665
2872,MALHADA DE PEDRAS,BAHIA,BA,2920304,-14.386628,-41.879185
2873,MALHADA DOS BOIS,SERGIPE,SE,2803807,-10.345078,-36.920666
2874,MALHADOR,SERGIPE,SE,2803906,-10.658862,-37.308556
2875,MALLET,PARANÁ,PR,4113908,-25.885211,-50.826759
2876,MALTA,PARAÍBA,PB,2508802,-6.906816,-37.521710
2877,MAMANGUAPE,PARAÍBA,PB,2508901,-6.833698,-35.121316
2878,MAMBAÍ,GOIÁS,GO,5212709,-14.497083,-46.111511
2879,MAMBORÊ,PARANÁ,PR,4114005,-24.308443,-52.529845
2880,MAMONAS,MINAS GERAIS,MG,3139250,-15.047710,-42.949959
2881,MAMPITUBA,RIO GRANDE DO SUL,RS,4311734,-29.212823,-49.934453
2882,MANACAPURU,AMAZONAS,AM,1302504,-3.299677,-60.621353
2883,MANAÍRA,PARAÍBA,PB,2509008,-7.706090,-38.153125
2884,MANAQUIRI,AMAZONAS,AM,1302553,-3.430588,-60.459308
