tweets,sentimento
"@duartemari14 provavelmente não :( mas jucs ano que vem tamo ai e jogo futsal só, por enquanto",Negativo
vou desativar fui devastado :( https://t.co/2wwZNQuBi7,Negativo
"@205LS Aff, vamo dormir de conchinha. :(",Negativo
sdds gigi :(,Negativo
"@_debandrade Volta pra cá, amor :(",Negativo
jimin postou um monte de foto ontem e ai hoje postou aquelas com aquela legenda ai gente desculpa podem me odiar mas porra :(,Negativo
comi um misto quente e ainda to com fome :((,Negativo
@natyytomadon @ThePurebloodCat af cara :(((((((((((((((((( te amo porra,Negativo
@jpvbm @editjuspodivm Eu estou desesperada querendo o livro de revisão de analista do MP-SP e tá indisponível :(,Negativo
ai cara sabe queria dar todo o amor do mundo pra ele :((((( foda amar demais meu peito vai explodir de tanto amor por ele i love you to the moon and back https://t.co/z1ZdNJG09a,Negativo
@extropicalista melhoras :((( espero q fique td bem,Negativo
"@MiojoIndie não fica assim, miojo :(",Negativo
Só queria arranjar um trabalho logo :(,Negativo
@introvertisa parabéns!!! to atrasada na minha :(,Negativo
💌💜 — pack e bio maravilhosas — só gosta de grupo bom — não te vejo muito na tml :( — parece ser um nenê,Negativo
Pq vc quer perguntas? — pra responder :( https://t.co/uK3jSmtHMv,Negativo
@anfiga_ estão lá demasiado longe :(,Negativo
gripe é foda :(,Negativo
"@MarksoftLee Vixii amiga :(( Eu to de mudança ai n fico em casa mt tempo e quando fico,começo a empacotar as coisas ai quando saio compro coisas pra casa sabe?? Ai cansa",Negativo
"esse é o isak, meu filho!!! a 3 meses atrás ele foi resgatado por uma ong aqui em são paulo, ele tinha sido atropelado e estava MUITO mal :((( eu to muito feliz por poder estar dando um lar com muito amor pra esse bebê 🤧💞 adotem, não comprem!!! https://t.co/i7Czdprp6M",Negativo
"@MXiclas Até ia ter contigo hoje, mas estamos longe :(",Negativo
@jwonurideul meu deus que lindo :(( se nao conhece a outra ouveee é um hino,Negativo
eu sou um boy lixo n dá :(,Negativo
"@Kanelone meu sonho, mas pro meu fw n da :(",Negativo
eles são tudo pra mim :( https://t.co/JDuRvsRSH8,Negativo
@rafaelnumazawa :( força ícone já está acabando,Negativo
@pisacyrus procurei n encontrei :(,Negativo
Devia muito ter ido pra ONG hoje ao invés de ir pra aula de materias :((,Negativo
@reaaalves triste te ver só uma vez na semana :(,Negativo
yan veio no meu quarto falar q ia me dar um gato e dps falou q era mentira :(,Negativo
"@_Londonbaby Amiga, e quem só é pobre e desempregada sem formação? :(",Negativo
@ewiliabraz @evertonika sddsssss ♥ :(,Negativo
@94RAPGENIUS Ah não :(((,Negativo
Assisti para todos os garotos que já amei :( só quero namorar alguém grr,Negativo
ver as pessoas chorando me deixa muito triste :(((,Negativo
"@b3ablanco foi no biblioteca em que minha mãe trampa... acompanhar isso desde quarta foi bem tenso, vou dizer. :(",Negativo
"@minkyengs simmm eu vi o 1 da 8 quando lançou e não gostei muito, aí parei. mas quando eu assistir tudo de novo eu vejo a oitava, no momento estou chorando pela decima vez por causa da cena da sophia no celeiro :(",Negativo
@brendabtho admito que to esperando que não seja alegria pra eles não hein :( hahahahaha,Negativo
Pedro :( https://t.co/EzNwFhk45g,Negativo
anem vei a playground poderia tanto ser no msm lugar da hipnotrance :((,Negativo
bons tempos sdds :( https://t.co/ak6mg2CPTI,Negativo
@sudcarv poxa! :(,Negativo
—&gt; ela ilude ele e ele gosta dela —&gt; ele me ilude e sou completamente apaixonada por ele —&gt; ele me deixa pra ficar com ela e eu fico mal —&gt; ela deixe ele pra ficar com outro ele volta pra mim —&gt; e eu volto com todo meu amor e carinho pra ele :(,Negativo
@Jordannaper Bicho nem fala tudo deu 2136 reais e eu não sei como to pagando isso sozinho :(,Negativo
@BangtanMozao @_barbarapaixao @anasparrow é da cidade da ana mas a gente nao conhece :( ksjdjdkskk,Negativo
Eu quero :( https://t.co/M6USFJBXbK,Negativo
Porém ainda to pretendendo passar uns dias sem beber :( mas ta complicado,Negativo
a boquinha dele parece bala :((((((,Negativo
"@94CWH Eu tô bem, meuamo :( e você?",Negativo
@993HN To tentando :(,Negativo
Marcelo e Jejê eu entendo mas poxa... O Miranda :((((' https://t.co/Nzgd3fWVyN,Negativo
meu sonho aaaaa :( https://t.co/sOV9ipaS0D,Negativo
@fisxcina Verdade :(,Negativo
que saudade do meu pai :(,Negativo
queria te guardar em um potinho nenê :( https://t.co/pCAv9jc55u,Negativo
eu amo muito as CG's :((( amores da minha vida todinha,Negativo
eu queria tanto ver o luan mano sério :(,Negativo
Vontade de tomar suco de abacaxi naturaaaal :(,Negativo
"faz tanto tempo q n tomo açaí,queria um agr :(",Negativo
a camila é um anjo :(,Negativo
@ibsunshine_ :( foda,Negativo
Eu queria comer mc mas com esta dor de dentes não vai dar :(,Negativo
"Tenho 1,55 :(( https://t.co/85fkZMNKA0",Negativo
"@brunomarx_ É porque as brusinha de F1 são difíceis de achar. :( Mas ou, esse negócio é útil, sim: serve pra você saber qual cavaleiro do zodíaco você é! Muito importante.",Negativo
Minha vó só deixou eu comer se eu não for comer tudo :(((((,Negativo
O silêncio do final :( https://t.co/5tI0VLlEFK,Negativo
um dia eu volto com ela :(( https://t.co/DlLpRSIC5U,Negativo
@whyymoonz eu tava vendo o show dele agora estou vazio de tristeza :(,Negativo
@mimachadoo_ Poxannnnn :(((,Negativo
Paul.... nooooo :( https://t.co/IxaThX7VbB via @YouTube,Negativo
@loonajoshua Nossa :(( melhoras,Negativo
Não superei a morte da Allyson :(,Negativo
@beatrizscmacedo Coitadinho ::(( isso aconteceu comigo também. Ele teve sequela?,Negativo
@andrelogia nao :( mas lembro q o release era maximersk algo assim. se tu procurar tu acha,Negativo
@analuizascrr eu devia ter seguido o seu conselho :(,Negativo
"demi vai passar o aniversário na rehab, isso é triste demais :(",Negativo
@lupinjohn_ eu to mt triste :(,Negativo
@cherryeche é a vdd :(,Negativo
A umas horas de voltar pra Madeira :(((,Negativo
@Edmamas olha foi a trabalhar ao menos significa q trabalho com empenho :(,Negativo
"@thianeaymee mano, tava pensando outro dia q faz tempo q n damo role :( BORA MUDAR ISSO tb sto sodadess https://t.co/2NntnU2OMF",Negativo
@m4felnosolto Melhoras pra ele :(,Negativo
"@c0instar Aaaaaa :( é terrível essa fase. O Yūki tá saindo dessa fase sensível agora, mas ele por ser muito branco é super alérgico. Enfim, filhos né? Haksjkkkkkkk",Negativo
bar :-( : ca0f165a-1bdf-4d7b-929e-a12b97a40670,Negativo
"Se você pudesse viajar no tempo, qual era você visitaria? 🕰🛩 — a era em que eu via o panda e pensava que ser adulto era fixe :( https://t.co/1ENGkrSVZ5",Negativo
e house sai da netflix dia 15 de setembro :( nao vou nem conseguir rever a s7 que lixo,Negativo
Ontem eu chorei tanto quando meu cunhado foi embora :(,Negativo
meu deus ela chorando............ :( https://t.co/dT4cGbVrsZ,Negativo
@_nandasantos1 Queria tá aí :(.,Negativo
queria ir :(,Negativo
"@LukasFabrini :( po mano, só 1 dia",Negativo
@DANIVIADIAZ Que tristeza :(,Negativo
@luvImonstax eu quero... :(,Negativo
que dor :( https://t.co/qOvwMOleE7,Negativo
@cor0te Cai de novamente... :(,Negativo
@arcqae Mentira :(,Negativo
@Camila_Cabello Brasil is so far :(,Negativo
@BrenoModesto7 A não :( na próxima vc vem,Negativo
"@LeticiaBanni Eu sou corja pra você, cara? :(",Negativo
"@minatoseok e eu fico chateada por vc, pq vc é um amorzinho aa :(",Negativo
"sério, eu !(/:/)?? :( https://t.co/ecYNQnrezD",Negativo
"isso me machucou tanto cara ele nao percebeu ainda que minha baixa auto estima eh quase negativa? esses dias ele soltou uma ""nao pode comer muito pra nao engordar. vc ta solteira, precisa manter a forma pra alguem te querer"" eu ri na hora, mas no fundo aquilo me fez tao mal :(",Negativo
@pedro_hijo pois é! :(,Negativo
"Queria ser sua amiga mas tenho vergonha :( — Não recomendo mas se quiser só vem, precisa ter vergonha não amore https://t.co/Z9DgOv0syy",Negativo
"eu to triste, a mulher q esta no leito 2 do ap de mamãe aqui no hospital teve aborto espontâneo e a criança já tinha alguns meses :(",Negativo
Não quero ir direto pra Icaraí :(,Negativo
"@CX99KN Eu votei sim sem ver as outras opções :( Tô me sentindo horrível, era pra ser ""Óbvio"".",Negativo
@horiets meu auau bê :(,Negativo
Estou #carente :(,Negativo
@94RAPGENIUS Não falaram nada... até perguntei mas falaram que não :(,Negativo
ai não chora :( https://t.co/LM9hz5APQl,Negativo
@MorpheuTK @rgreentext caraio me irl demais :(,Negativo
Aprende pf :( @SrAlvarin https://t.co/gE47BuzqyS,Negativo
minha mainha foi embora hj :(,Negativo
Queria setor 4 :(,Negativo
@arabelluv faz por favor :((,Negativo
@matnoventa @LyrioNatalia Poxaaaa :(((,Negativo
saudades da minha momo :(,Negativo
"Finalmente o quarteto ,vai falar :(",Negativo
queria :( #Milasafterparty https://t.co/ryGSYgaXMs,Negativo
@Snaizen Uma história muito cruel... :(,Negativo
"@201KJ Num precisa agradecer, neném! ♥ Cê conseguiu ajeitar pelo menos um pouco das coisas? Espero que sim. :( Por aqui tá tudo em cima, só o tédio que tá me espancando... Queria matar ele comendo bolo de chocolate.",Negativo
chateada pq o marcelo e o gabriel não vão jogar :(,Negativo
queria conhecer loona :(((,Negativo
Ela é o ser humano mais precioso :( https://t.co/IseWUZ0NQ7,Negativo
"minha gatinha machucou a pata e só sabe ficar assim e gemendo de dor, doi tanto ver ela assim :( https://t.co/JBB3rk4Kg4",Negativo
@gab1fraz eu não li :( vou comprar pra ler pq já fiquei apaixonada com o filme,Negativo
a escola ta quase a começar :(,Negativo
@Camila_Cabello Eu moro no Brasil :(,Negativo
@amandabechh como assim tivesse? eu sou webtodo webseu :(,Negativo
@giocaversan tô chorosa :(,Negativo
o recheio era de brigadeiro com morango e eu fiz uns brigadeiros e botei em cima também :(,Negativo
Ta ai pq eu passo sermão mesmo e explico trocentas x pros pais pq os cuidados são redobrados quand adotam um gto e tem crianças pequenas :-( https://t.co/6q0ggCsq1k,Negativo
camila meu amor eu moro no brasil :( #Milasafterparty,Negativo
@imscaryun to triste não sei porque :(,Negativo
eu simplesmente vi o guilherme quinta sexta sábado domingo segunda terça quarta quinta e não vê ele hj tá sendo judiação :(,Negativo
este homem é uM BEBÊ :( https://t.co/2rHqBNrhVg,Negativo
"@GiTrofino eu tb amaria se eu soubesse, td o q eu faço queima ou fica cru :(",Negativo
@marcelladisanti meu manjericão sofreu do mesmo jeito :((( ta só o cotoco,Negativo
@Camila_Cabello aquele momento q vc queria da em nyc :((((,Negativo
Vou ter bué marcas na pele por causa do acne :(,Negativo
Tá pensando em ir morar com seu irmão? :( — Vou mora sozinho https://t.co/vooP9VdJgk,Negativo
:-( eu odeio ficar menstruada pq sinto vontade de matar todo mundo e depois fazer carinho pedindo desculpa,Negativo
"o caco barcellos vai estar dando uma palestra em piracicaba amanhã, DE GRAÇA, e tudo que eu queria era ir pra lá :(",Negativo
@Camila_Cabello eu te amo :(,Negativo
[TRADUÇÃO] “Primeiramente uma selca....:( 😎🧐😭😢👍” Cr. Brazil Loves BTS https://t.co/3quoSvkDcS,Negativo
@guinhopjam @Brellasker Sinto mó saudade do meu :(,Negativo
meu deus eu te amo demais :( https://t.co/Ts2NoZZbdP,Negativo
Tô triste :(,Negativo
@ArianaGrande eu te amo :(,Negativo
Sextou sem ceva do busão hj :(,Negativo
@Camila_Cabello você é um anjo :( eu te amo :(,Negativo
@jiminevil anão agora tô triste pq esqueceram do exptk :(,Negativo
"ei, te amo! — tbm te amo :( https://t.co/0YMGzfmOYg",Negativo
Eu amo a Camila demais :(,Negativo
Arrumei um crush no ônibus :(,Negativo
ai quero ir pra casa da amiga que eu gosto :// to sozinha :(((,Negativo
Quero mudar de colégio :(,Negativo
to me sentindo pior que antes scrr :(,Negativo
"Mas então afinal o Bruno não conseguiu voltar a ser presidente? Está mal, não é justo. :(",Negativo
@Camila_Cabello Eu quero ir :(,Negativo
@kihyunsky fica triste não amor :( vou te dar vários beijinhos pra você ficar feliz,Negativo
"Cheguei morrendo de fome,mas tinha carne na macarronada :(",Negativo
To vendo que vou ter que corta mei cabelo :(,Negativo
ela é o amor da minha vida mesmo :( eu poderia falar por horas o quão sortudos a bbc foi de encontrar um anjo como a haseul pra fazer parte do loona e ter ela como lider. haseul te amo demais vida 😣,Negativo
@natalesjoon :((( triste demais Mas pelo menos de seg e quarta não 🤩🤩🤩🤩,Negativo
bar :-( : f50c534e-7a57-4e87-9aa2-a16e3801fb05,Negativo
eu odeio ver minha bichinha falando de Manchester mano ela fica tão triste ela chorando mds gente eu só queria abraçar ela :( https://t.co/QBzBaSu7Y1,Negativo
@jjongfleur aaaaaaaaa espero que o meu bebê não tenha nada além disso :( e que pestinha hein OKAHAJAV fofo,Negativo
@FernandaRoque_ mentira :(,Negativo
Parece q eu vô ter q interagir com treinadores cuzao hj :(,Negativo
tem um tempão que eu não posto nada no meu instagram dazartss :(((,Negativo
to desconfiando que o Mirio não vai aparecer nessa season de bnh :(,Negativo
maior tristeza é não ter role em comum contigo e não conseguir entrosar — :( Um dia a gente da um jeito de encontrar e entrosar https://t.co/Wgo7ffAplP,Negativo
Porque é que os meus vizinhos são barulhentos :(,Negativo
Certo era vcs doarem uma corda E de violão para mim :(,Negativo
@VitorPaes14 vo não kkkk to cuidando do meu gatinho :( ele castrou ontem,Negativo
ver o vídeo da siyeon cantando 100% me dá uma paz no coração tão grande :(( quero dar meu mundo pra essa menina sem brincadeiras tudo nela já me deixa baitola demais eu amo tanto a siyeon tipo muito mesmo :((,Negativo
boa sorte love :( https://t.co/YyzkHdaBAI,Negativo
@thaisaribeiro_ a nao :(,Negativo
@M97BN não tem nada na minha localização bb :(,Negativo
saudades de naruto :(( queria muito assistir tudo de novo se o final não fosse a coisa mais decepcionante do mundo kishimoto chacota,Negativo
@Extrudees eu estou tão triste e mal por ti :( faz um tweet e eu dou rt,Negativo
mano o jaehyun tá MT lindo com esse cabelo aaaa como pode :((,Negativo
"olha esse sorriso forçado... ""Por você, eu seria capaz de fingir estar feliz mesmo estando triste"" ""Por você, eu seria capaz de fingir ser forte mesmo estando machucado"" :( ~Jimin você é um anjo ♥ https://t.co/Unf4lmNWdn",Negativo
@rafaelmfaust :( qual sera que seria a descrição pra built to spill,Negativo
plena sexta a noite vou tomar sopa :( sopa nao é jantaaaaaaaa,Negativo
"@wallacencosta todo dentista que eu vou pelo plano dentário que tenho, diz que pelo estado que está meu siso, só extração particular e eu não tenho essa grana nem parcelando :(",Negativo
Eu só queria um sorvetinho da Cairu :(,Negativo
@badmotorgus @Gllayso Eu mesma todos os dias com você. :(,Negativo
meu coração ta doendo tanto :((,Negativo
Que saudades dela :( :(,Negativo
"@maymycrazy Nossa, bate uma dor do coração de arrependimento kkkk eu tirei o meu, não dá pra comer de boa nos próximos dias :(",Negativo
"@____alme____ égua, amiga, meu deus do céu :(((",Negativo
@Terabyteshop Acho que meu sonho de comprar meu PC na terabyte na Black Friday acabou. Td muito caro em todo lugar. :(,Negativo
@revoltapreta @nanyhill mesmo hj 60.000 ainda é uma pequena fortuna pra quem ganha salário mínimo :(,Negativo
@beingasaloser aaaaaaaaaaaa que cute tb quero :((,Negativo
"Eu sou aquela pessoa que ajuda todo mundo com suas pesquisas, inclusive indicando questões interessantes para virar artigo. Alguém podia ser assim comigo também... :(",Negativo
"tenho saudades de passar os dias a flr c o Miguel , ultimamente não temos falado muito :(",Negativo
@_rodriguesm_ tava maluca KKKKKKKKK não era vcs :(,Negativo
@Tatiana85570943 mt gira e super fofinha!! Viste me nas festas da batalha e n viste ter cmg :(( Tudo de bom linda!,Negativo
tava achando q estava linda (pq todo mundo tava me olhando) aí olho pro espelho e lembro da espinha enorme q apareceu :( até parece um piercing,Negativo
to feliz e com medo ao mesmo tempo :(,Negativo
@marcelocrespo90 tu não quer sair comigo :( #vamosmatarasaudade,Negativo
@lulilixo hoje? eu vou no vitrola a noite :( vamo tbm? AUHAUAH,Negativo
"Meu sonho de princesa é conseguir desabafar com pessoas ao meu redor, mas o medo de me julgarem é maior :( obrigada amigos virtuais por existirem",Negativo
gente :( https://t.co/0gfbOW3IyU,Negativo
ele eh muito fofo ne gente... :(( https://t.co/DC3KMpTwkM,Negativo
@_vinereds Sexta não consigo ir virado trabalhar :(,Negativo
calling all skeletons é com certeza a melhor música do alkaline trio cade a versão do disco no spotify :(,Negativo
"se você não se sentir bem, não faça meu amor :( https://t.co/HakjSHQmxZ",Negativo
"@1unica_ aaa meu amorzinho, amo você :(",Negativo
@matheusmirandda SIM CRL :(,Negativo
Tenho algo marcado pra amanhã depois do trampo e eu não consigo lembrar nem ferrando o que é :(,Negativo
@isadaoraa eu não :(,Negativo
Como é que eu vou passar uma semana sem a minha Bia :((((,Negativo
e eu que vou passar meu 1 ano de namoro longe do meu namorado :(,Negativo
"@gisousac Pô, verdade :(",Negativo
@stylesalbum carambaaa miga q vida de gado :-( mas pelo menls tem seu dinheirinho ne,Negativo
@oiluiz @_Flavio sad :(. Vou continuar denunciando e torcendo.,Negativo
"Só sei que as minhas unhas estão maravilhosas , mas também não vou sair de casa para as exibir :(",Negativo
"Voltei a ouvir o #Sweetener e a minha opinião continua a mesma, que está fraquinho :(",Negativo
a pele douradinha :((( é um solzinho precioso demais mesmo https://t.co/2oANTByQXE,Negativo
@FerreiraMaria05 Nossa agressiva :(,Negativo
Ok. Já deu de calor. Volta frio :((((,Negativo
"Tava deitada na minha cama e ouvi uma voz IGUAL a do Guilherme, sai correndo na sacada pra ver se era ele, mas não era :(",Negativo
gonê do ret tá pika mas quando tu vai traduzir fica uma merda :(,Negativo
"@yesjubx eu odeio ver essas coisas, eu fico mto triste :(",Negativo
queria ir no cinema hoje :(,Negativo
"esqueci que tenho um pouco de alergia a gato e a phoebe ficou se esfregando no meu pescoço, agora tá todo vermelho e coçando :(",Negativo
e me parte mais ainda o coração pq pelo jeito não cuidam direito do coitadinho :(,Negativo
"#AssedioÉHabitoNoPensi nem estudo mas conheço algumas pessoas, sinto muito :(",Negativo
"Ainda é absurdo, mas o som tá agradável :(",Negativo
Não acredito que o cara do Acabou o caô morreu sad demais :(,Negativo
ele tá com vergonha de postar a foto do abs gente :(((( não posta meu amor só posta se vc se sentir seguro https://t.co/2oANTByQXE,Negativo
"@205LS Pode ser bilhões, trilhões, sempre. :(",Negativo
@alezadinha @girlslkgirls Saudade :(,Negativo
eu todinha :( https://t.co/Zl4CqrpvKm,Negativo
cadê o arroba apaixonado por 19 days pra fazer match comigo e trocarmos fanarts e teorias de 19 days e sermos amiguinhxs tudo por culpa de 19 days? :((,Negativo
queria tanto :( pena eu ter arregado na hora de fazer https://t.co/er2LTv6La6,Negativo
@GalaxyyK queria :(,Negativo
"@Li_Nakazono Depende do porte da empresa, não são todas. E essas vagas não conseguem atender a todas a oferta de mão-de-obra das pcd. :(",Negativo
Gostei de um vídeo @YouTube https://t.co/m573uC2Uwd mal :( - esse vídeo vai ser deletado depois,Negativo
ai quanto tempo falta? to com saudade já :(,Negativo
"Aí, logo depois precisei sair de casa pra resolver uma coisa. Pq achei que dava tempo, já que o sorteio era rápido. :((",Negativo
@alezadinha Poxa :(,Negativo
@_porramu @liciane_kau :( vamos ver isso!,Negativo
"@alexaAnime1 Olha então não quero, tu e as tuas amigas da net :(",Negativo
isso daqui ta a coisa mais linda :-( https://t.co/vnusbmsH0R,Negativo
eu tô com tanta vontade de comer o bolo de xícara q a Medina faz (já pedi 2 vezes pra ela e ela tá nem aí pra minhas vontades mais) :(,Negativo
vamo lá gente preciso de carinho :( https://t.co/YIp4uq6fMI,Negativo
Gostei de um vídeo @YouTube https://t.co/u38KtUn0Pb mal :( - esse vídeo vai ser deletado depois,Negativo
eu infelizmente tava na aula e nao consegui ver a live :( espero que eles coloquem logo no vlive,Negativo
"@nicoIau caraca jú, o que ele tem? :(",Negativo
vc merece o mundo amor :( https://t.co/8hQ6bimWL3,Negativo
As chromas da Ashe/Lulu poderiam ser melhores se mudasse as skill :(,Negativo
@VitorPaes14 kkkkkkkkkkkkkkkkk :( brigada,Negativo
@epicentroum yeuuuuu dasar :(,Negativo
@gaamazutti se falasse ontem tinha ido p limeira :(,Negativo
n qro ir pra aula quero fica tocando :(,Negativo
@uzumakkie sou eu :( to amando o leãozinho,Negativo
@m_fefa não consegui meu visto :( mas o sonho ainda não acabou. em breve vai dar certo!,Negativo
"@virdzee puto, por favor, bora ficar com 1 :( https://t.co/53JrJZhfq9",Negativo
a minha franja só me estressa mas eu to tão apaixonada por ela :((( https://t.co/7eMqnIOScR,Negativo
Se tem uma coisa que não gosto é de fazer as coisas sozinha :(,Negativo
@Matheuswlp1 Faz tempo que não vou la :(,Negativo
que frio :(,Negativo
"Eu vi ""SOS Árvores"" escrito em um muro aí pensei ""caramba será q é uma organização q Planta árvores?"" Não era, é um treco pra cortar árvores :(",Negativo
@tancrediwho Não faz isso comigo Lais :( se mexer com Dustin eu fico emotivo,Negativo
So queria um namoradinho que jogasse lol e me desse skin :(,Negativo
malditos sorteos nunca gano nada :((,Negativo
Mais um que vou perder :( https://t.co/Vveaq5xpyn,Negativo
Tristeza do dia: Não vou conseguir treinar hoje :(,Negativo
"To vendendo um rack, alguem tem interesse? Nao? Ta bom :(",Negativo
@2metros_ kkkkkk foda dino :(,Negativo
@kellenzice Ta dificil né? :(,Negativo
"meus amigos fizeram surpresa pra mim hj, cheguei animadona em casa e recebo um monte de notícia ruim e agr o clima ta pesado :( nossa senhora",Negativo
Bue triste de mudar da casa :( Ainda por cima a merda da casa nova tem 2 quartos a mais mas é muito mais pequena Lmao,Negativo
@angeloxneves Infelizmente :(,Negativo
"meu lado bom, única parte de mim que presta eu sou uma merda, mas Deus ainda me deu você eu não te mereço :( https://t.co/tpEWjzSptj",Negativo
Amanha é o ultimo dia de praia :(((((,Negativo
ai gurias tô morrendo de sono e triste só queria ficar dormindo hoje porém tem a melhor aula da semana com a professora que mais gosto :(,Negativo
"Brasil caiu mais uma vez :( Como vamos traze-los em um estádio se não mostramos presença? Espero q neste Comeback mostremos isso no iTunes, Spotify, YouTube, tanto streaming como vendas #iHeartRadioMMVAs @BTS_twt #FFGroupBTS #MMVAs Stream Epiphany 🍰 🔗 https://t.co/P5uegYgV7E https://t.co/43N7HVBe2M",Negativo
@cemadrian456 Eeeee adamina gore muamelee :(,Negativo
@Iti_Malina Afff sinto muito por isso :(,Negativo
@strangertbr @GatenM123 @Winter_53 se matarem ele como que vai ter a dupla do Steven e do dustin? :(,Negativo
"o meu tudo, o meu mundo :( https://t.co/Yo9rfXcPSD",Negativo
@marinastephan @Delprete17 não fala assim do meu bb :(,Negativo
E proibiram o fogo de artifício para as festas aqui na terrinha :(,Negativo
I needa go to a bailé ASAP :(,Negativo
@samuelbox44 Sacanagem isso com nois mano :(,Negativo
Minha tia vai embora amanhã cedo :((,Negativo
ai eu amo demais o sicheng :( https://t.co/MtJkX9cp7a,Negativo
foda eh esse frio :(,Negativo
Saudades do meu amor :( @koookiesmile,Negativo
@zyrcastic Sobra par :(,Negativo
@Iovecooky :( tão linda,Negativo
Me enamoré de nam de are you human too :(,Negativo
@905LI amor :( também te amo,Negativo
@vITReUo Eu também linda!!! Cê tá sumidissima :(,Negativo
"um passarinho me falou q eu vou morrer sozinho e triste, aí eu falei pra ele ""pra q tu fica voando por ai falando fatos para as pessoas?"" :(",Negativo
"@GabiMachado Não encontrei :( Eu estudei na Freguesia, 2008 e 2009, provavelmente sabemos de caso dos mesmos professores hahaha Cara, tá no TOPO dos TTs agora",Negativo
queria muito ter ido a escola hoje :(,Negativo
@QueturaSidle Saudade :(,Negativo
@Since1910_ @viikadrew Que droga :(,Negativo
@KKwonAlaska Estás melhor? :(,Negativo
hoje ia ser tão bom :(,Negativo
grigor :-(,Negativo
@webdivanaty porra irmã :((( melhoras,Negativo
ja tiveram a sensação que aos poucos nao eh mais tao importante pra pessoa como antes? :(,Negativo
@KaysarDadour aff eu te amo tanto :(,Negativo
@tzuyupoet pois é :((( to preocupada porque se for queimadura ta bem feia deve estar doendo muito,Negativo
Me provocaste :( https://t.co/HiZuTjEDL7,Negativo
@nubank eu nem tenho o cartão de vocês ainda :(,Negativo
Tbm n sei pq sou assim :( — vai falar ou não? https://t.co/4MXdDo24rF,Negativo
Fico soft. :( https://t.co/OvYCsBD3p9,Negativo
@FuckBadVibesBro nao lançou aindaaa :((,Negativo
ela merece todo amor do mundo :( https://t.co/2cx5aCRz36,Negativo
Ah nem tô com medo de ficar apaixonada 🙃 :(,Negativo
@monlightmendes eu também :( :( :(,Negativo
"te liguei no whats tu só ignorou :( — Sim, encheu meu saco https://t.co/vizmtkYiNj",Negativo
"Oiii.... Estou com saldade,na verdade estou morrendo de saldade de você, das nossas conversas, dos nossos abraços de tudo... Eu... — :( por favor me fala quem é, essa dorzinha no coração de você se mantendo as escondidas ta me mat... https://t.co/aulFxH5ATx",Negativo
@aannisamj Heala :( sabar nis :(,Negativo
@dokyungiesun eu fico triste q eu queria stanear eles sabe eu acho q ia gotar e eels sao mt amigos de stray kids mas eu n consigo :(,Negativo
tá virando crime ser branco... :( https://t.co/o8SsIhGV2U,Negativo
@whytokki tem que passar pomada e tudo :( a questao é: como ele se queimou ali,Negativo
@qualeloii Meu cristalzinho invertido nao :(,Negativo
Eu so queria que meus livríneos do Pedro Siqueira chegassem hoje :( https://t.co/zdUVdirn4d,Negativo
@pareiok que sorte aff eu n to jogando esses dias :(,Negativo
@oLampier :( as que eu quero mais são as do cachorro e das estações,Negativo
@euamobrejas O problema de dormir de conchinha é q vai q amanha num tem conchinha kkk :(,Negativo
@calinegabs af tenho aula hoje :(,Negativo
@FelipeTBrasil hahahaha to rindo do gif ja pensei em tentar PORÉM eu sou MTo fresca com comida :( sepa ia ficar mto fudida de saúde pq nao comeria qse nada etc,Negativo
Vc tem namorado? — nao :(( https://t.co/M9PVyk10XJ,Negativo
@davidobacon ainda nao :(,Negativo
queria adotar um cachorrim e por o nome dele de gui :(,Negativo
"@OkeyDokeyStore seria meu sonho??? amo muito minhas meninas, mas, falta o dinheiro :((",Negativo
"Me desculpem estou com block de seguir, não posso seguir de volta :(",Negativo
@brenurrrr Af :( e amanhã??,Negativo
isso me quebrou tanto meu deus eu to chorando :( https://t.co/3725VKq01p,Negativo
@koookiesmile Vou ter que aguentar mais umas horinhas aqui :( não quero ficar longe de vc,Negativo
@tzuyupoet ah é fácil fácil queimar a nuca ainda mais eles que não te cabelo comprido pra cobrir :( provavelmente foi em los angeles,Negativo
queria estar perto das meninas :(,Negativo
"@letrapreta O pior não é ter este senhor claramente senil (ou mentalmente desequilibrado) falando merda, mas sim a quantidade de gente que bate palma pra este maluco dançar... :-(",Negativo
meu taetae não merece isso :(,Negativo
"Um belo dia pro pneu furar , que bosta :(",Negativo
háblaleee — no :( https://t.co/9Iv5sCCNcc,Negativo
@usagimefazfeliz @oisouoraul queria :(,Negativo
@Camila_Cabello ai Camila só pq eu moro no Brasil mulher :( muito triste,Negativo
"@najamilIe Não creio, queria ter te usado de trança :( kkkk",Negativo
Tadinha da minha bb :( https://t.co/uGQOhQd1Pi,Negativo
"@LeonardoLuizVP @DennerBio Tá muito caro o euro :(((( mas quando eu comprei a passagem no começo do ano, eu consegui uma promoção e saiu em conta.",Negativo
Hoje eu explorei a tampa do Frasco da Vida :(,Negativo
"@alwayswjimin ah meu deus muito obrigada de verdade, isso me deixa tão feliz :(",Negativo
@maisasilva nem chama as prima ne? : (,Negativo
meu bebê :( https://t.co/Zzey2gM6FM,Negativo
olha essa mão na cintura cara :( #lovebychanceseries https://t.co/5Vp9mymuQM,Negativo
